CRN,semester_code,studentID,course_code,credentialnum,letter_grade
1043,202001,1002,C0075,16,C
1049,202002,3183,C0039,12,F
1133,202103,1258,C0158,36,A
1063,202304,4031,C0159,9,B
1071,202303,2184,C0001,40,D
1153,202502,3276,C0024,24,D-
1161,202101,3394,C0184,38,D
1135,202001,3661,C0200,12,C-
1180,202303,2344,C0182,34,C-
1030,202203,2516,C0069,20,C
1057,202404,2160,C0007,37,I
1190,202301,1327,C0072,19,C+
1098,202104,1382,C0117,40,D
1105,202503,97,C0031,37,A
1183,202101,1052,C0076,28,D-
1151,202403,736,C0122,19,C
1061,202103,3684,C0020,24,B+
1059,202402,4004,C0190,37,A
1187,202401,482,C0032,15,A
1164,202302,2167,C0108,30,A-
1151,202401,383,C0192,35,D-
1085,202204,2260,C0150,24,C-
1096,202201,1964,C0146,11,B-
1023,202402,2958,C0114,14,D
1191,202401,2440,C0027,24,D
1179,202202,1592,C0185,5,D+
1117,202004,1188,C0010,3,C-
1130,202101,86,C0183,29,B-
1086,202303,1241,C0024,15,B
1165,202303,894,C0158,8,D
1013,202304,2224,C0196,8,D
1130,202403,3405,C0049,29,F
1071,202201,3745,C0063,22,B
1134,202502,1345,C0142,36,D
1077,202202,3113,C0130,1,C+
1076,202502,3084,C0011,11,B-
1011,202002,1364,C0010,27,F
1108,202203,4450,C0181,40,C-
1014,202401,3724,C0068,39,C+
1095,202301,1258,C0085,5,B
1082,202003,2916,C0155,1,I
1018,202501,1789,C0093,19,B
1067,202103,2676,C0090,8,F
1022,202101,4281,C0098,8,C+
1059,202304,580,C0081,38,I
1037,202302,3940,C0092,25,D
1196,202502,1604,C0135,5,A
1186,202501,3071,C0032,31,A
1076,202102,4286,C0104,11,A+
1064,202104,1380,C0089,12,A
1064,202102,1661,C0090,28,B-
1042,202402,3685,C0052,10,D-
1163,202303,3343,C0065,6,B-
1008,202303,3209,C0166,32,F
1030,202304,617,C0028,20,C+
1108,202504,2056,C0082,37,C
1123,202104,4130,C0119,40,B-
1003,202403,1787,C0153,31,A-
1006,202503,602,C0085,1,B
1090,202003,1351,C0198,37,B
1061,202201,1945,C0185,22,A-
1039,202202,3986,C0076,26,A-
1066,202301,1043,C0034,23,B
1076,202401,4739,C0061,40,C+
1155,202402,1524,C0084,38,C+
1098,202504,3703,C0104,13,D-
1099,202103,4866,C0056,18,D
1020,202303,4352,C0015,33,B+
1015,202104,3711,C0024,21,D
1075,202502,2470,C0067,16,I
1102,202202,4573,C0168,18,A
1018,202302,4467,C0029,38,B
1055,202101,4601,C0115,30,D-
1087,202003,4747,C0038,13,A+
1139,202302,195,C0066,30,A
1049,202001,576,C0170,20,C
1000,202503,4987,C0027,38,I
1194,202102,4644,C0113,11,D
1197,202202,1545,C0035,12,I
1124,202502,1959,C0199,13,B+
1094,202303,2101,C0153,7,A
1063,202202,1564,C0149,38,A-
1021,202003,2844,C0014,5,C-
1103,202003,2521,C0059,36,I
1091,202202,2285,C0189,40,B+
1076,202503,254,C0171,4,A
1151,202102,4378,C0073,36,B-
1192,202004,2329,C0123,35,D
1122,202102,3296,C0138,23,D+
1015,202402,3444,C0012,20,C
1080,202102,4415,C0182,5,D
1144,202104,1033,C0091,1,A-
1067,202303,1736,C0188,1,D-
1189,202301,386,C0164,31,B+
1123,202203,396,C0166,26,I
1103,202401,4694,C0027,8,A-
1188,202501,3049,C0028,28,B
1111,202102,930,C0029,40,C
1171,202204,3506,C0187,25,C-
1057,202301,1600,C0064,17,F
1094,202504,923,C0199,35,A
1056,202502,3406,C0093,20,I
1090,202303,1309,C0098,17,A+
1166,202103,4059,C0040,23,B
1134,202401,4693,C0169,5,C
1110,202203,948,C0022,16,A+
1029,202304,4228,C0141,1,B
1044,202402,1965,C0067,5,C-
1026,202503,2826,C0085,19,B+
1101,202304,2536,C0003,3,B-
1191,202003,1853,C0097,16,D
1095,202002,4619,C0178,28,D+
1027,202404,312,C0151,35,B
1057,202501,1872,C0042,35,A-
1063,202503,2799,C0153,17,F
1134,202402,1203,C0069,22,A+
1087,202202,1922,C0063,2,I
1001,202004,3466,C0056,29,D+
1156,202202,2181,C0015,16,I
1087,202103,224,C0082,35,D+
1081,202402,2258,C0123,21,C
1032,202304,1844,C0162,16,F
1166,202302,4329,C0132,2,D
1003,202201,2103,C0160,30,A-
1035,202304,2575,C0030,26,D+
1090,202204,2745,C0157,28,D
1179,202104,2337,C0188,22,A-
1100,202402,1651,C0029,21,D-
1032,202402,3163,C0132,32,C
1160,202203,4665,C0126,25,A+
1026,202204,4972,C0102,28,C
1193,202002,2074,C0141,27,C
1086,202301,125,C0023,29,D
1166,202002,3810,C0029,22,D-
1120,202203,1020,C0084,23,B
1156,202501,1319,C0152,5,C+
1099,202001,2904,C0123,29,A-
1023,202501,840,C0192,27,A-
1173,202301,1782,C0121,38,D-
1186,202002,2029,C0092,24,D
1114,202502,4003,C0041,27,B
1029,202404,843,C0164,21,D
1172,202302,2244,C0022,10,A+
1026,202202,1979,C0055,23,A-
1152,202401,2986,C0095,38,B-
1105,202004,3200,C0078,34,C+
1047,202004,259,C0039,23,D
1064,202102,224,C0079,16,A
1013,202401,2839,C0154,22,A+
1188,202402,4510,C0004,35,I
1160,202303,4263,C0063,2,C-
1007,202303,15,C0119,33,D
1107,202501,3489,C0149,25,B
1113,202501,1552,C0146,5,C-
1075,202504,4676,C0052,18,F
1101,202403,4122,C0061,21,A+
1178,202301,550,C0151,34,C-
1093,202504,4469,C0169,28,B-
1085,202303,4363,C0192,16,C-
1060,202501,2480,C0075,10,C-
1118,202102,538,C0039,20,A
1001,202303,1210,C0171,12,F
1159,202002,3557,C0186,30,A+
1184,202504,2518,C0111,2,F
1138,202103,4930,C0189,7,A+
1122,202001,4006,C0022,20,A-
1004,202404,1807,C0108,28,D
1142,202002,1788,C0015,33,A-
1091,202303,1197,C0116,26,B
1171,202202,1925,C0182,21,A-
1019,202404,3800,C0167,2,B
1085,202301,3311,C0083,33,D+
1153,202502,89,C0115,34,D
1166,202401,538,C0043,20,B
1035,202503,4326,C0071,19,C-
1095,202502,3480,C0196,30,B-
1091,202303,92,C0182,31,A
1175,202204,3180,C0110,38,B
1098,202403,1935,C0149,30,B+
1039,202501,4081,C0055,21,D+
1114,202504,2674,C0104,24,C
1035,202003,3068,C0006,17,C
1165,202101,4623,C0176,33,A+
1030,202101,2640,C0198,30,C
1005,202403,2313,C0002,16,B
1166,202201,3752,C0182,30,F
1095,202002,3525,C0093,18,C+
1174,202204,3067,C0135,3,C+
1185,202503,13,C0023,16,A+
1085,202403,4148,C0162,26,I
1109,202404,3609,C0193,13,I
1033,202002,2177,C0045,23,B+
1180,202501,4750,C0111,28,B
1164,202501,253,C0012,22,C+
1032,202204,1387,C0023,37,B+
1169,202102,4328,C0092,5,C+
1005,202404,3902,C0124,6,D-
1185,202204,4491,C0195,19,C+
1018,202502,495,C0182,25,B+
1184,202001,2952,C0198,23,C-
1029,202401,140,C0033,39,A-
1118,202003,1559,C0158,1,B
1070,202501,3754,C0119,40,D
1024,202003,1608,C0148,25,C-
1117,202402,3078,C0159,11,C
1019,202204,12,C0180,31,D
1167,202001,1007,C0167,16,D+
1130,202503,4282,C0148,33,B+
1081,202303,4738,C0047,19,F
1180,202101,1637,C0043,16,D+
1112,202103,1073,C0008,4,A
1184,202301,3317,C0143,5,A
1046,202401,4611,C0194,16,B-
1089,202302,4031,C0064,7,F
1156,202103,2869,C0115,22,B-
1129,202104,78,C0127,1,B-
1088,202101,1348,C0096,28,A-
1141,202502,1870,C0035,2,C-
1005,202504,3904,C0161,19,A-
1017,202102,3850,C0091,27,I
1030,202501,3874,C0107,39,B
1001,202301,627,C0166,6,D+
1086,202104,2892,C0150,35,C-
1164,202403,2990,C0131,9,I
1099,202204,3122,C0137,28,A+
1189,202501,1657,C0086,3,A-
1182,202203,4785,C0147,1,B+
1196,202202,3581,C0026,36,D
1196,202002,4940,C0087,26,C+
1064,202204,154,C0001,40,A-
1147,202203,4142,C0069,33,I
1023,202401,2600,C0017,31,B-
1124,202002,1743,C0193,35,A-
1136,202204,3638,C0137,24,C-
1126,202401,993,C0020,34,A-
1123,202103,3995,C0170,29,B
1140,202201,985,C0049,34,B-
1133,202402,2739,C0181,8,B-
1198,202003,1427,C0052,7,B
1001,202003,2600,C0091,36,C+
1076,202101,3597,C0199,22,D
1156,202102,4370,C0171,33,C
1162,202104,32,C0086,40,F
1127,202502,674,C0122,31,B-
1123,202504,3392,C0125,33,A-
1190,202204,4821,C0013,34,F
1028,202303,2144,C0027,3,D
1090,202102,805,C0151,34,I
1136,202101,1970,C0157,9,B
1177,202502,4524,C0181,36,B-
1101,202201,4064,C0007,7,C
1051,202402,42,C0174,9,D
1017,202202,4526,C0102,40,B+
1064,202404,4721,C0028,26,D
1032,202001,4516,C0159,19,A+
1113,202001,3917,C0052,35,F
1183,202301,580,C0104,17,D-
1120,202103,165,C0130,21,A-
1112,202402,4855,C0179,19,C-
1132,202203,3297,C0014,13,B
1050,202301,3208,C0084,30,D+
1148,202302,3210,C0088,26,B+
1110,202203,1772,C0083,4,A+
1122,202102,4904,C0063,21,D-
1195,202203,4868,C0068,10,D
1078,202402,3000,C0116,32,A-
1176,202002,1231,C0035,32,C-
1188,202001,4583,C0167,13,A
1040,202502,2374,C0119,6,B
1067,202002,827,C0180,5,A+
1016,202401,3595,C0126,28,B-
1115,202104,4171,C0187,8,B+
1067,202203,2288,C0027,40,C+
1040,202304,2433,C0097,37,A
1088,202503,3452,C0001,18,A
1132,202104,4113,C0153,16,C+
1073,202204,4709,C0049,29,F
1195,202101,3410,C0164,21,I
1064,202501,1522,C0005,24,B+
1109,202301,1669,C0072,34,B
1032,202103,1145,C0146,18,D-
1187,202403,2923,C0174,18,B+
1137,202303,3726,C0112,16,A
1019,202004,1523,C0082,4,C-
1165,202304,1387,C0048,13,B
1026,202102,2456,C0159,21,A+
1031,202302,1792,C0165,19,D
1089,202503,1697,C0117,20,D+
1011,202202,1699,C0056,18,D
1069,202404,4817,C0109,36,B-
1187,202304,4797,C0152,20,A+
1066,202101,1313,C0018,13,B-
1187,202103,2451,C0138,40,I
1001,202202,2698,C0003,40,A+
1152,202002,2830,C0036,13,D
1155,202201,4089,C0172,30,A
1166,202203,2115,C0036,31,C-
1193,202003,1243,C0139,13,D-
1161,202501,3862,C0150,7,C+
1137,202102,3181,C0050,38,A+
1125,202303,4385,C0032,1,B-
1150,202204,812,C0042,33,A-
1061,202003,3679,C0021,24,D-
1092,202503,3022,C0061,30,B
1050,202502,2032,C0144,33,A+
1190,202502,2446,C0073,6,B-
1076,202202,1542,C0152,28,B
1192,202402,2758,C0005,28,C+
1108,202101,2182,C0029,1,D
1063,202102,2115,C0176,39,B-
1111,202504,3336,C0166,29,B+
1165,202503,1207,C0036,22,A-
1191,202304,3173,C0162,8,B-
1127,202503,2499,C0195,22,A+
1070,202204,4977,C0200,4,D-
1038,202004,667,C0090,25,A
1096,202403,1947,C0126,20,C-
1026,202302,807,C0112,24,C-
1001,202202,2564,C0089,13,A-
1117,202101,1087,C0032,15,A-
1076,202401,1704,C0196,20,I
1001,202002,628,C0185,19,B
1195,202104,4373,C0178,9,B+
1193,202502,4327,C0003,15,A
1099,202003,3196,C0193,8,C-
1087,202404,2114,C0043,32,D-
1060,202003,1055,C0130,1,B-
1132,202503,4066,C0170,35,I
1062,202403,2302,C0057,3,F
1090,202104,853,C0002,4,C
1092,202502,825,C0085,6,C
1177,202201,2574,C0188,33,C
1075,202204,4174,C0103,34,F
1149,202303,2329,C0155,7,F
1151,202002,535,C0188,18,A-
1088,202402,402,C0006,39,C
1194,202001,4406,C0187,19,C-
1186,202403,4058,C0060,10,F
1000,202402,1766,C0174,32,A-
1111,202002,2221,C0035,30,A-
1025,202203,3170,C0175,26,B
1025,202501,4267,C0022,23,A
1105,202102,1533,C0108,31,B
1115,202201,963,C0001,35,C-
1022,202403,3963,C0148,29,C-
1185,202201,2160,C0050,7,C-
1075,202504,3367,C0043,16,B-
1048,202303,2777,C0049,23,A
1082,202402,3781,C0162,30,B+
1080,202501,4842,C0152,21,B+
1075,202302,259,C0144,11,B
1140,202504,4554,C0149,33,C
1182,202203,253,C0066,32,C-
1181,202303,2565,C0140,18,A
1032,202401,215,C0124,24,C+
1130,202201,4844,C0009,13,C-
1053,202102,2477,C0020,25,D+
1024,202404,1186,C0007,16,D-
1100,202503,804,C0164,17,B-
1074,202101,937,C0119,20,F
1122,202002,2036,C0010,28,D-
1170,202501,504,C0169,22,A+
1158,202302,4935,C0028,29,A+
1131,202504,2415,C0148,38,C
1141,202504,3590,C0039,24,C+
1014,202001,2735,C0104,10,C-
1197,202204,4733,C0014,21,B-
1176,202002,1777,C0039,14,D
1050,202403,4776,C0129,19,D
1118,202302,2827,C0053,16,A-
1067,202504,2019,C0112,2,C+
1022,202503,34,C0136,19,D+
1186,202003,4049,C0007,17,B-
1025,202401,4509,C0041,38,A-
1081,202203,893,C0002,3,D-
1113,202501,4089,C0100,7,D+
1187,202303,2758,C0171,17,I
1130,202403,2754,C0134,31,B-
1122,202003,3892,C0141,9,D+
1120,202002,810,C0044,8,A
1194,202202,1556,C0088,33,C+
1147,202402,514,C0147,27,C+
1160,202104,4080,C0153,19,A+
1138,202303,1770,C0072,34,C-
1011,202102,290,C0151,20,A
1160,202303,1709,C0122,8,C-
1111,202404,688,C0091,12,A
1036,202301,3301,C0113,36,D-
1184,202503,200,C0158,13,D
1085,202403,1079,C0064,27,C+
1087,202401,2461,C0083,15,D
1128,202103,4657,C0071,4,B-
1170,202001,3457,C0100,14,D
1169,202504,2693,C0136,28,F
1064,202401,4255,C0195,5,I
1177,202301,3139,C0119,17,A
1016,202403,661,C0187,10,B+
1057,202102,2123,C0160,25,D
1070,202303,837,C0188,24,B-
1007,202203,1803,C0056,39,A+
1079,202102,851,C0154,21,C-
1157,202304,1513,C0063,28,C+
1169,202101,4231,C0184,6,D
1185,202204,3939,C0074,25,C
1142,202102,4872,C0041,9,I
1092,202102,3681,C0151,38,B-
1146,202403,2534,C0085,10,B+
1032,202304,2656,C0198,35,C+
1132,202401,3011,C0174,37,D-
1176,202102,4538,C0032,28,B-
1155,202002,2974,C0189,24,B-
1197,202501,2503,C0154,32,C-
1077,202503,2389,C0018,26,B+
1007,202503,1415,C0015,37,B-
1001,202303,1875,C0169,31,B-
1179,202202,518,C0049,15,C
1157,202204,342,C0039,26,D
1020,202103,1049,C0085,15,A+
1081,202503,1391,C0181,34,F
1172,202004,1714,C0088,30,D
1132,202004,1162,C0177,30,D+
1075,202203,2730,C0185,37,C+
1179,202201,3679,C0029,27,D-
1197,202001,2373,C0019,30,D
1142,202101,1878,C0139,4,I
1176,202103,2107,C0176,15,C-
1085,202202,4011,C0113,1,C-
1196,202403,1315,C0134,12,F
1026,202503,4423,C0068,36,A+
1198,202303,1041,C0037,13,D+
1107,202504,422,C0086,24,A
1099,202001,1999,C0016,6,A-
1059,202101,2031,C0111,34,C-
1190,202401,3812,C0084,23,A+
1116,202303,4959,C0195,34,D
1140,202403,3225,C0005,16,C-
1122,202302,4913,C0026,20,C-
1067,202104,1545,C0009,35,D
1110,202302,2710,C0038,27,D+
1038,202204,1587,C0001,13,A-
1011,202403,3151,C0070,21,D
1013,202004,1367,C0092,6,A+
1092,202501,2876,C0038,28,B-
1078,202001,1242,C0044,16,C-
1137,202402,1240,C0055,8,C+
1044,202502,4654,C0174,18,C+
1128,202202,462,C0111,30,D-
1141,202401,3757,C0091,17,A+
1094,202301,4531,C0111,27,A
1026,202102,3481,C0129,31,B
1130,202104,2094,C0120,29,F
1075,202002,3021,C0117,37,B-
1120,202203,1729,C0191,27,A
1171,202303,852,C0088,32,D
1035,202402,306,C0106,40,A-
1156,202501,574,C0005,11,B+
1106,202301,1232,C0002,7,F
1153,202404,4886,C0174,17,B+
1085,202402,1186,C0146,29,C+
1052,202502,5,C0062,31,A-
1101,202503,4472,C0166,8,C-
1143,202403,4509,C0059,32,A-
1058,202502,2172,C0028,5,D+
1047,202104,2113,C0049,26,B
1195,202201,3493,C0126,9,F
1151,202202,1924,C0111,11,C
1135,202104,2591,C0037,5,C+
1156,202102,822,C0166,6,C
1181,202202,1094,C0198,16,B-
1086,202503,4506,C0067,5,A-
1055,202501,746,C0052,15,F
1095,202503,1524,C0138,31,B
1090,202203,4578,C0128,16,C+
1026,202202,3345,C0166,25,I
1153,202403,4981,C0003,3,C+
1182,202104,178,C0123,2,C
1168,202301,570,C0120,15,B
1139,202501,3751,C0122,37,C
1044,202001,105,C0015,20,A-
1029,202402,1523,C0172,14,C-
1099,202303,4841,C0082,10,D+
1109,202003,1427,C0002,10,A-
1007,202202,4223,C0032,37,A-
1025,202103,281,C0194,24,B
1158,202404,437,C0102,24,B
1017,202501,2199,C0045,20,A+
1152,202302,60,C0171,31,F
1111,202202,541,C0082,3,C-
1055,202501,43,C0074,25,D
1113,202504,4247,C0077,9,A-
1142,202402,4476,C0132,26,B+
1014,202401,3412,C0173,39,I
1189,202503,472,C0169,19,C+
1167,202004,3937,C0192,38,A+
1080,202004,3039,C0041,3,C
1186,202003,1169,C0072,32,I
1122,202503,3862,C0020,18,D+
1198,202203,62,C0081,3,A
1162,202103,1024,C0049,1,A+
1011,202404,236,C0078,23,I
1096,202202,491,C0077,9,D-
1037,202004,3422,C0088,9,I
1038,202002,2121,C0088,24,I
1103,202504,2227,C0096,39,A
1162,202302,102,C0003,33,C-
1077,202104,1870,C0162,9,I
1173,202504,3516,C0088,1,B-
1001,202503,868,C0140,13,A-
1162,202102,4680,C0042,24,B-
1100,202001,2059,C0009,10,I
1173,202104,2633,C0067,20,C
1025,202402,1216,C0132,6,B
1029,202201,4447,C0154,27,C
1033,202002,1220,C0063,24,A
1177,202201,3625,C0008,2,B+
1108,202003,1257,C0165,36,C
1154,202104,3287,C0041,8,A+
1091,202501,4333,C0110,36,D-
1096,202403,3332,C0186,30,B
1047,202504,3672,C0153,3,I
1008,202401,4804,C0136,16,A
1085,202402,419,C0046,37,C
1161,202002,1571,C0153,39,C+
1107,202404,3743,C0155,38,D-
1118,202003,3110,C0179,18,B
1119,202002,4957,C0097,27,A-
1177,202002,2455,C0132,34,A+
1057,202003,2410,C0046,20,D
1096,202202,2607,C0133,29,D
1006,202203,3813,C0123,11,C
1041,202203,3821,C0187,24,I
1105,202402,766,C0119,14,C+
1171,202503,4893,C0035,20,F
1026,202502,1034,C0130,33,F
1143,202502,1390,C0154,5,A
1156,202102,185,C0090,14,C+
1034,202402,709,C0026,36,A
1180,202403,441,C0047,27,B
1103,202001,936,C0114,21,A
1076,202001,3189,C0183,8,A+
1058,202504,3187,C0007,32,D-
1140,202504,2308,C0200,14,D
1066,202103,2195,C0142,38,C
1042,202003,242,C0184,28,A
1077,202104,3223,C0091,40,A+
1008,202403,2433,C0167,17,D+
1080,202203,4420,C0064,39,B+
1043,202504,1430,C0113,39,D+
1003,202303,815,C0174,5,B
1049,202201,3174,C0131,5,A+
1089,202303,3861,C0017,33,I
1181,202002,2984,C0140,18,B
1080,202203,1300,C0157,10,B
1095,202401,3727,C0128,22,B
1088,202101,3398,C0106,22,C
1030,202504,2741,C0130,33,F
1142,202501,1846,C0124,29,D
1138,202304,1788,C0190,11,C-
1100,202301,1804,C0094,17,C-
1093,202403,2376,C0021,27,C-
1056,202203,2755,C0187,13,B
1196,202002,4316,C0067,8,B
1074,202401,484,C0137,10,C+
1095,202101,1495,C0055,16,B+
1047,202104,3752,C0176,5,C
1163,202101,1379,C0113,1,I
1178,202204,3968,C0112,17,A-
1145,202001,3563,C0151,13,C
1187,202501,1876,C0176,38,A+
1048,202002,4811,C0157,23,A+
1118,202304,914,C0061,4,D
1117,202503,3472,C0105,38,B-
1119,202504,1755,C0055,6,A
1198,202503,1976,C0007,7,A+
1115,202203,432,C0067,7,A
1065,202003,1011,C0051,18,D+
1167,202503,4259,C0124,27,D-
1076,202004,2830,C0102,5,B
1008,202201,1173,C0096,4,C
1101,202502,1432,C0158,21,D+
1018,202504,3388,C0010,36,F
1107,202102,4861,C0054,21,D-
1026,202404,1936,C0059,16,B-
1124,202102,2571,C0179,1,D+
1072,202503,1410,C0161,4,D-
1173,202402,534,C0086,5,D
1117,202402,2162,C0122,39,B-
1118,202401,865,C0008,5,C
1174,202004,1053,C0165,2,B-
1077,202201,4277,C0105,13,D-
1069,202501,1042,C0021,24,B-
1066,202003,3044,C0184,6,C
1174,202104,1322,C0106,23,I
1147,202204,1369,C0181,26,I
1011,202103,1829,C0173,8,C-
1003,202102,182,C0092,29,A-
1101,202303,1410,C0129,35,C-
1009,202403,3393,C0035,5,D
1194,202103,3245,C0095,37,D+
1161,202202,3944,C0135,20,A
1106,202204,1926,C0130,14,D
1029,202104,435,C0157,26,B+
1102,202403,811,C0184,19,B-
1041,202502,467,C0148,19,C-
1189,202103,1030,C0130,27,A-
1028,202503,1975,C0122,12,C+
1001,202403,4367,C0020,18,A+
1189,202204,547,C0067,5,C
1007,202104,4144,C0113,3,C
1141,202503,1651,C0149,13,A-
1050,202004,1714,C0182,29,F
1187,202102,1144,C0177,34,D
1072,202302,2428,C0004,15,B
1180,202104,2462,C0027,11,B-
1144,202001,1089,C0116,22,F
1008,202103,2879,C0044,17,A-
1189,202504,2084,C0139,26,D-
1125,202103,3343,C0050,10,A+
1145,202501,2433,C0026,20,C-
1159,202302,1968,C0049,20,C-
1171,202204,1999,C0097,24,I
1192,202302,900,C0106,8,F
1181,202302,3472,C0089,13,D-
1009,202403,3643,C0180,40,D+
1168,202404,3882,C0079,18,D+
1025,202201,4524,C0049,37,F
1133,202504,2944,C0038,32,B+
1159,202503,3371,C0098,27,B-
1195,202202,4402,C0144,21,I
1162,202001,2047,C0146,39,D
1196,202002,2877,C0041,26,D-
1174,202001,4367,C0029,32,F
1183,202502,865,C0153,31,A
1077,202504,2342,C0185,28,A+
1198,202501,1281,C0079,5,D
1009,202403,1373,C0136,18,A-
1076,202502,3333,C0193,34,I
1092,202301,2927,C0156,35,F
1149,202001,1601,C0069,27,B-
1072,202504,4280,C0166,25,I
1112,202103,2425,C0067,6,B+
1145,202104,1526,C0119,21,B+
1172,202403,3892,C0198,17,B+
1075,202401,2889,C0046,1,C-
1108,202403,3703,C0195,5,A+
1194,202304,2178,C0174,12,C
1075,202303,4435,C0173,12,D
1158,202502,4355,C0107,35,C+
1002,202303,96,C0169,19,A+
1071,202101,4489,C0105,39,B
1166,202404,2805,C0004,16,C
1150,202501,1402,C0103,22,F
1042,202502,4859,C0197,15,F
1158,202203,162,C0055,23,I
1124,202003,2840,C0050,22,B-
1062,202303,3488,C0038,22,I
1093,202403,1425,C0041,35,D-
1130,202504,2251,C0022,19,A-
1097,202503,4067,C0032,14,D+
1007,202401,3339,C0191,19,F
1117,202001,3792,C0123,7,D-
1003,202101,1960,C0105,3,A-
1140,202302,1234,C0120,27,B
1064,202204,990,C0073,33,C-
1098,202104,75,C0073,33,C+
1170,202503,1762,C0051,27,B-
1067,202501,4413,C0138,26,C+
1013,202202,700,C0052,8,D-
1107,202102,4553,C0045,19,D+
1099,202302,2751,C0134,35,B+
1116,202204,2522,C0189,2,C-
1183,202402,4383,C0005,39,D-
1008,202204,1181,C0059,1,D+
1130,202404,4364,C0162,28,B+
1000,202302,4063,C0135,9,C-
1073,202303,1823,C0116,19,B-
1181,202401,3340,C0029,21,B-
1060,202202,1449,C0102,9,C-
1103,202403,283,C0037,25,A
1181,202402,2324,C0175,2,C-
1154,202201,4019,C0028,2,D-
1064,202403,2428,C0118,19,C+
1197,202101,3820,C0108,20,B+
1168,202102,3433,C0093,33,D-
1009,202102,4239,C0132,12,I
1098,202402,3496,C0141,32,B-
1172,202403,778,C0050,22,B
1126,202103,2443,C0190,26,D-
1141,202404,2467,C0084,30,C-
1095,202202,1328,C0146,16,D-
1143,202001,796,C0107,30,D
1017,202001,3371,C0140,10,C+
1058,202103,889,C0113,26,C-
1190,202302,120,C0154,10,F
1071,202404,4446,C0089,12,D+
1017,202002,3627,C0180,14,C+
1116,202104,235,C0035,37,B+
1163,202304,514,C0089,15,D
1126,202202,71,C0155,24,A-
1192,202004,1484,C0103,14,C+
1184,202001,2344,C0147,16,I
1037,202103,69,C0091,38,B+
1003,202002,4374,C0036,37,A+
1168,202103,4712,C0044,34,I
1120,202303,3371,C0136,10,C+
1190,202102,316,C0150,33,A
1134,202102,781,C0111,20,D+
1025,202502,303,C0085,34,B
1025,202301,4179,C0058,11,F
1160,202504,4903,C0098,2,D-
1051,202401,2424,C0137,32,B
1166,202102,1616,C0016,28,I
1141,202304,556,C0014,39,F
1031,202403,1853,C0036,19,F
1144,202402,3216,C0158,11,A
1161,202002,2576,C0093,19,A+
1065,202402,4562,C0105,15,C-
1151,202101,3060,C0010,27,B+
1086,202001,3857,C0094,15,A+
1166,202101,2680,C0084,40,A
1137,202503,3225,C0089,11,C
1078,202501,1175,C0018,22,B
1155,202303,2818,C0091,27,F
1042,202303,3242,C0056,34,B+
1077,202102,3843,C0129,11,A-
1007,202204,985,C0062,20,D-
1143,202401,3794,C0017,20,B-
1155,202404,3038,C0138,6,D-
1049,202203,2458,C0035,21,A+
1067,202102,118,C0111,17,F
1178,202403,942,C0146,28,A
1198,202304,4379,C0008,22,A-
1000,202201,2997,C0107,38,A-
1002,202301,3790,C0057,17,C+
1139,202103,2401,C0082,7,A+
1182,202001,4039,C0017,17,A+
1092,202302,302,C0030,22,C-
1088,202402,522,C0117,37,D-
1062,202004,4476,C0003,36,C+
1115,202501,1248,C0041,16,C
1112,202401,1178,C0177,19,C
1071,202402,2135,C0151,11,B
1020,202004,2738,C0077,39,D-
1159,202002,3402,C0057,4,D
1107,202303,4536,C0081,7,C
1022,202204,3803,C0146,32,A-
1176,202403,3206,C0107,7,D
1196,202101,2104,C0070,9,A-
1119,202201,3193,C0076,28,C
1024,202301,2454,C0101,38,B
1020,202001,2636,C0171,20,A
1153,202202,1792,C0086,37,B
1152,202404,686,C0019,7,D-
1075,202104,1809,C0117,10,B+
1191,202303,3168,C0047,10,D
1112,202001,328,C0164,30,D+
1192,202004,1061,C0044,31,D
1089,202204,755,C0137,23,F
1010,202102,2458,C0012,4,C-
1015,202503,837,C0148,7,C+
1183,202502,2730,C0141,31,D+
1053,202004,470,C0143,5,C-
1193,202303,395,C0007,7,A-
1186,202403,3090,C0036,2,C-
1144,202001,342,C0048,29,D-
1009,202404,1387,C0122,9,C
1123,202001,3159,C0042,38,B-
1115,202203,3442,C0190,2,A
1035,202401,4062,C0175,16,D-
1116,202404,1657,C0133,24,C+
1052,202204,1339,C0120,28,B-
1098,202404,1066,C0084,22,B
1037,202302,3599,C0008,21,A
1009,202203,3278,C0099,28,C+
1046,202403,3917,C0169,23,A
1158,202204,2018,C0155,2,B-
1087,202504,1332,C0035,35,C
1106,202203,3541,C0037,38,B-
1074,202401,4337,C0110,6,B
1038,202204,31,C0029,24,C
1163,202201,404,C0141,13,A
1114,202104,2786,C0015,39,D
1190,202201,875,C0160,36,B
1055,202101,1099,C0194,11,C-
1130,202202,2955,C0062,38,I
1117,202402,4792,C0101,29,C+
1034,202501,4968,C0046,31,B
1010,202204,2392,C0081,5,B-
1031,202404,4320,C0199,1,C+
1035,202204,1668,C0168,23,I
1174,202402,2359,C0199,10,C
1153,202201,1493,C0177,2,I
1160,202303,321,C0192,10,A
1077,202002,3012,C0087,5,D-
1084,202101,2674,C0027,40,C
1001,202103,845,C0025,23,A+
1104,202302,1710,C0142,11,I
1120,202301,136,C0160,13,C+
1080,202303,1812,C0116,36,B
1103,202303,1356,C0035,36,A+
1121,202103,715,C0043,37,B-
1181,202301,3960,C0198,33,D-
1193,202003,3704,C0183,24,I
1099,202301,2891,C0112,1,C
